,clusterID,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,target
313,1,33,Travel_Frequently,553,Research & Development,5,4,Life Sciences,428,4,Female,74,3,3,Manager,2,Married,23364,6,No,11,3,2,2,12,2,3,10,6,8,8,0
314,1,39,Travel_Rarely,117,Research & Development,10,1,Medical,429,3,Male,99,3,4,Manager,1,Married,5355,1,Yes,14,3,4,0,21,3,3,21,9,11,10,0
315,2,43,Travel_Frequently,185,Research & Development,10,4,Life Sciences,430,3,Female,33,3,1,Laboratory Technician,4,Single,10675,0,No,19,3,1,0,9,5,3,8,7,1,7,0
316,0,49,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,431,3,Female,90,2,4,Healthcare Representative,3,Single,17810,7,Yes,12,3,4,0,25,2,3,7,1,0,7,0
317,1,52,Travel_Rarely,723,Research & Development,8,4,Medical,433,3,Male,85,2,2,Research Scientist,2,Married,17747,2,No,15,3,1,0,11,3,2,8,2,7,7,1
318,2,27,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,434,3,Female,85,3,1,Research Scientist,2,Single,20938,1,Yes,12,3,2,0,4,2,2,4,3,1,2,0
319,1,32,Travel_Rarely,588,Sales,8,2,Technical Degree,436,3,Female,65,2,2,Sales Executive,2,Married,24624,1,Yes,11,3,4,0,13,2,3,13,12,11,9,0
320,2,27,Travel_Rarely,1377,Sales,2,3,Life Sciences,437,4,Male,74,3,2,Sales Executive,3,Single,5242,1,Yes,11,3,1,0,5,3,3,5,4,0,4,0
321,0,31,Travel_Rarely,691,Sales,7,3,Marketing,438,4,Male,73,3,2,Sales Executive,4,Divorced,7143,4,No,12,3,4,3,13,3,3,7,7,1,7,0
322,0,32,Travel_Rarely,1018,Research & Development,2,4,Medical,439,1,Female,74,4,2,Research Scientist,4,Single,10557,7,No,16,3,3,0,10,0,2,7,7,0,7,0
323,2,28,Travel_Rarely,1157,Research & Development,2,4,Medical,440,1,Male,84,1,1,Research Scientist,4,Married,24737,5,Yes,13,3,4,0,5,4,2,3,2,2,2,1
324,1,30,Travel_Rarely,1275,Research & Development,28,2,Medical,441,4,Female,64,3,2,Research Scientist,4,Married,11934,1,No,13,3,4,2,11,2,3,10,8,1,9,0
325,3,31,Travel_Frequently,798,Research & Development,7,2,Life Sciences,442,3,Female,48,2,3,Manufacturing Director,3,Married,14034,1,No,24,4,1,1,10,2,3,10,9,8,9,0
326,1,39,Travel_Frequently,672,Research & Development,7,2,Medical,444,3,Male,54,2,5,Manager,4,Married,21141,1,No,15,3,1,1,21,2,3,21,9,13,3,0
327,0,39,Travel_Rarely,1162,Sales,3,2,Medical,445,4,Female,41,3,2,Sales Executive,3,Married,17778,4,Yes,18,3,1,0,12,3,2,1,0,0,0,1
328,2,33,Travel_Frequently,508,Sales,10,3,Marketing,446,2,Male,46,2,2,Sales Executive,4,Single,4317,3,No,14,3,3,0,9,6,2,7,7,0,1,0
329,0,47,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,447,4,Male,42,3,5,Research Director,3,Married,16375,4,No,11,3,2,1,21,2,3,3,2,1,1,0
330,2,43,Travel_Frequently,559,Research & Development,10,4,Life Sciences,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,6227,1,No,11,3,2,1,9,3,4,9,7,0,0,0
331,2,27,Non-Travel,210,Sales,1,1,Marketing,449,3,Male,73,3,2,Sales Executive,2,Married,22107,0,Yes,13,3,4,1,6,0,3,5,4,1,4,0
332,0,54,Travel_Frequently,928,Research & Development,20,4,Life Sciences,450,4,Female,31,3,2,Research Scientist,3,Single,16885,3,No,12,3,4,0,20,4,2,4,3,0,3,0
333,0,43,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,451,3,Female,43,3,3,Healthcare Representative,1,Married,9262,8,No,16,3,1,1,10,1,2,1,0,0,0,0
334,1,45,Travel_Rarely,549,Research & Development,8,4,Other,452,4,Male,75,3,2,Research Scientist,4,Married,9278,9,No,14,3,1,2,12,3,3,10,9,9,8,0
335,3,40,Travel_Rarely,1124,Sales,1,2,Medical,453,2,Male,57,1,2,Sales Executive,4,Married,13273,2,Yes,22,4,3,3,6,2,2,4,3,0,2,0
336,2,29,Travel_Rarely,318,Research & Development,8,4,Other,454,2,Male,77,1,1,Laboratory Technician,1,Married,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7,1
337,2,29,Travel_Rarely,738,Research & Development,9,5,Other,455,2,Male,30,2,1,Laboratory Technician,4,Single,7621,0,No,17,3,3,0,4,2,3,3,2,2,2,0
338,2,30,Travel_Rarely,570,Sales,5,3,Marketing,456,4,Female,30,2,2,Sales Executive,3,Divorced,5431,1,No,13,3,3,3,10,2,3,10,9,1,2,0
339,2,27,Travel_Rarely,1130,Sales,8,4,Marketing,458,2,Female,56,3,2,Sales Executive,2,Married,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,0
340,0,37,Travel_Rarely,1192,Research & Development,5,2,Medical,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,23177,7,No,16,3,3,2,8,2,2,6,2,0,4,0
341,1,38,Travel_Rarely,343,Research & Development,15,2,Life Sciences,461,3,Male,92,2,3,Research Director,4,Divorced,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9,0
342,1,31,Travel_Rarely,1232,Research & Development,7,4,Medical,462,3,Female,39,3,3,Manufacturing Director,4,Single,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10,0
343,2,29,Travel_Rarely,144,Sales,10,1,Marketing,463,4,Female,39,2,2,Sales Executive,2,Divorced,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7,0
344,1,35,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,464,3,Male,62,3,3,Manufacturing Director,2,Single,18264,0,No,13,3,4,0,17,5,3,16,6,0,13,0
345,2,23,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,465,3,Male,83,3,1,Research Scientist,4,Divorced,16092,1,No,12,3,3,2,4,2,2,4,2,0,2,0
346,0,41,Travel_Rarely,483,Research & Development,6,3,Medical,466,4,Male,95,2,2,Manufacturing Director,2,Single,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2,0
347,0,47,Travel_Frequently,1309,Sales,4,1,Medical,467,2,Male,99,3,2,Sales Representative,3,Single,25751,3,No,19,3,1,0,5,3,3,0,0,0,0,0
348,0,42,Travel_Rarely,810,Research & Development,23,5,Life Sciences,468,1,Female,44,3,4,Research Director,4,Single,15901,2,No,14,3,2,0,16,2,3,1,0,0,0,0
349,2,29,Non-Travel,746,Sales,2,3,Life Sciences,469,4,Male,61,3,2,Sales Executive,3,Married,16928,1,No,14,3,1,1,4,3,2,4,3,0,2,0
350,2,42,Travel_Rarely,544,Human Resources,2,1,Technical Degree,470,3,Male,52,3,1,Human Resources,3,Divorced,24017,0,Yes,11,3,3,1,4,5,3,3,2,1,0,0
351,2,32,Travel_Rarely,1062,Research & Development,2,3,Medical,471,3,Female,75,3,1,Laboratory Technician,2,Married,3956,1,No,13,3,3,1,8,4,3,8,0,0,7,0
352,3,48,Travel_Rarely,530,Sales,29,1,Medical,473,1,Female,91,3,3,Manager,3,Married,23978,3,No,21,4,2,1,15,3,1,0,0,0,0,0
353,1,37,Travel_Rarely,1319,Research & Development,6,3,Medical,474,3,Male,51,4,2,Research Scientist,1,Divorced,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7,0
354,0,30,Non-Travel,641,Sales,25,2,Technical Degree,475,4,Female,85,3,2,Sales Executive,3,Married,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2,0
355,2,26,Travel_Rarely,933,Sales,1,3,Life Sciences,476,3,Male,57,3,2,Sales Executive,3,Married,20156,1,No,17,3,2,1,8,3,3,8,7,7,7,0
356,3,42,Travel_Rarely,1332,Research & Development,2,4,Other,477,1,Male,98,2,2,Healthcare Representative,4,Single,17078,3,No,23,4,2,0,14,6,3,1,0,0,0,0
357,2,21,Travel_Frequently,756,Sales,1,1,Technical Degree,478,1,Female,99,2,1,Sales Representative,2,Single,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2,1
358,0,36,Non-Travel,845,Sales,1,5,Medical,479,4,Female,45,3,2,Sales Executive,4,Single,15276,4,No,15,3,2,0,7,6,3,1,0,0,0,0
359,1,36,Travel_Frequently,541,Sales,3,4,Medical,481,1,Male,48,2,3,Sales Executive,4,Married,7246,4,No,11,3,1,1,16,2,3,13,9,1,12,0
360,0,57,Travel_Rarely,593,Research & Development,1,4,Medical,482,4,Male,88,3,2,Healthcare Representative,3,Married,2967,2,No,11,3,3,0,15,2,3,3,2,1,2,0
361,0,40,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,483,4,Female,46,4,1,Laboratory Technician,3,Married,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7,0
362,3,21,Non-Travel,895,Sales,9,2,Medical,484,1,Male,39,3,1,Sales Representative,4,Single,2851,1,No,24,4,3,0,3,3,2,3,2,2,2,0
363,2,33,Travel_Rarely,350,Sales,5,3,Marketing,485,4,Female,34,3,1,Sales Representative,3,Single,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0,1
364,3,37,Travel_Rarely,921,Research & Development,10,3,Medical,486,3,Female,98,3,1,Laboratory Technician,1,Married,17663,6,No,20,4,2,1,17,3,3,5,4,0,3,0
365,0,46,Non-Travel,1144,Research & Development,7,4,Medical,487,3,Female,30,3,2,Manufacturing Director,3,Married,16044,2,No,14,3,3,0,7,2,4,1,0,0,0,0
366,1,41,Travel_Frequently,143,Sales,4,3,Marketing,488,1,Male,56,3,2,Sales Executive,2,Single,9558,1,No,18,3,3,0,8,5,3,8,7,7,7,1
367,0,50,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,491,4,Male,100,2,3,Healthcare Representative,4,Single,2755,6,No,15,3,4,0,20,2,3,4,3,1,3,0
368,2,40,Travel_Rarely,575,Sales,22,2,Marketing,492,3,Male,68,2,2,Sales Executive,3,Married,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0,1
369,2,31,Travel_Rarely,408,Research & Development,9,4,Life Sciences,493,3,Male,42,2,1,Research Scientist,2,Single,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2,0
370,2,21,Travel_Rarely,156,Sales,12,3,Life Sciences,494,3,Female,90,4,1,Sales Representative,2,Single,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,1
371,0,29,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,495,4,Male,54,3,1,Research Scientist,4,Single,18168,9,No,16,3,4,0,6,4,3,3,2,1,2,0
372,0,35,Travel_Rarely,755,Research & Development,9,4,Life Sciences,496,3,Male,97,2,2,Healthcare Representative,2,Single,19394,9,No,19,3,3,0,10,5,3,1,1,0,0,0
373,2,27,Travel_Rarely,1469,Research & Development,1,2,Medical,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,17881,1,No,11,3,2,1,5,2,3,5,2,0,4,0
374,2,28,Travel_Rarely,304,Sales,9,4,Life Sciences,498,2,Male,92,3,2,Sales Executive,4,Single,20750,1,No,16,3,4,0,7,1,3,7,5,0,7,0
375,3,49,Travel_Rarely,1261,Research & Development,7,3,Other,499,2,Male,31,2,3,Healthcare Representative,3,Single,12066,8,No,24,4,3,0,26,2,3,5,2,0,0,0
376,0,51,Travel_Rarely,1178,Sales,14,2,Life Sciences,500,3,Female,87,3,2,Sales Executive,4,Married,14862,4,No,11,3,3,1,18,2,2,7,7,0,7,0
377,2,36,Travel_Rarely,329,Research & Development,2,3,Life Sciences,501,4,Female,96,3,1,Research Scientist,3,Married,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,0
378,0,34,Non-Travel,1362,Sales,19,3,Marketing,502,1,Male,67,4,2,Sales Executive,4,Single,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4,1
379,0,55,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,505,3,Female,97,3,4,Manager,4,Single,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2,0
380,2,24,Travel_Rarely,1371,Sales,10,4,Marketing,507,4,Female,77,3,2,Sales Executive,3,Divorced,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3,0
381,2,30,Travel_Rarely,202,Sales,2,1,Technical Degree,508,3,Male,72,3,1,Sales Representative,2,Married,17434,1,No,18,3,1,1,1,3,3,1,0,0,0,0
382,3,26,Travel_Frequently,575,Research & Development,3,1,Technical Degree,510,3,Male,73,3,1,Research Scientist,1,Single,6582,0,No,22,4,3,0,7,2,3,6,4,0,4,1
383,2,22,Travel_Rarely,253,Research & Development,11,3,Medical,511,1,Female,43,3,1,Research Scientist,2,Married,24440,1,No,13,3,4,1,2,1,3,2,1,1,2,0
384,1,36,Travel_Rarely,164,Sales,2,2,Medical,513,2,Male,61,2,3,Sales Executive,3,Married,3809,1,No,13,3,2,2,10,2,3,10,9,9,0,0
385,3,30,Travel_Frequently,464,Research & Development,4,3,Technical Degree,514,3,Male,40,3,1,Research Scientist,4,Single,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0,1
386,1,37,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,26914,1,No,12,3,3,1,18,2,2,18,7,12,17,0
387,0,40,Travel_Rarely,759,Sales,2,2,Marketing,516,4,Female,46,3,2,Sales Executive,2,Divorced,22553,7,No,12,3,3,2,8,5,3,5,4,1,3,0
388,0,42,Travel_Rarely,201,Research & Development,1,4,Life Sciences,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,20490,3,No,16,3,2,1,8,5,3,5,2,1,2,0
389,0,37,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,518,3,Male,49,3,2,Manufacturing Director,2,Single,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,0
390,1,43,Travel_Rarely,982,Research & Development,12,3,Life Sciences,520,1,Male,59,2,4,Research Director,2,Divorced,4345,1,No,11,3,3,1,25,3,3,25,10,3,9,0
391,3,40,Travel_Rarely,555,Research & Development,2,3,Medical,521,2,Female,78,2,2,Laboratory Technician,3,Married,13436,6,No,22,4,2,1,20,3,3,1,0,0,0,0
392,0,54,Travel_Rarely,821,Research & Development,5,2,Medical,522,1,Male,86,3,5,Research Director,1,Married,8509,4,No,11,3,3,1,24,4,2,4,2,1,2,0
393,0,34,Non-Travel,1381,Sales,4,4,Marketing,523,3,Female,72,3,2,Sales Executive,3,Married,12740,9,No,15,3,1,1,6,3,3,3,2,1,2,0
394,1,31,Travel_Rarely,480,Research & Development,7,2,Medical,524,2,Female,31,3,2,Manufacturing Director,1,Married,4156,1,No,12,3,2,1,13,5,1,13,10,3,12,0
395,3,43,Travel_Frequently,313,Research & Development,21,3,Medical,525,4,Male,61,3,1,Laboratory Technician,4,Married,15238,7,No,20,4,1,1,8,1,3,3,2,1,2,0
396,0,43,Travel_Rarely,1473,Research & Development,8,4,Other,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2,0
397,2,25,Travel_Rarely,891,Sales,4,2,Life Sciences,527,2,Female,99,2,2,Sales Executive,4,Single,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3,0
398,1,37,Non-Travel,1063,Research & Development,25,5,Medical,529,2,Female,72,3,2,Research Scientist,3,Married,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7,0
399,2,31,Travel_Rarely,329,Research & Development,1,2,Life Sciences,530,4,Male,98,2,1,Laboratory Technician,1,Married,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,0
400,1,39,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,531,2,Male,52,3,5,Manager,3,Divorced,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6,0
401,1,56,Travel_Frequently,906,Sales,6,3,Life Sciences,532,3,Female,86,4,4,Sales Executive,1,Married,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,0
402,2,30,Travel_Rarely,1082,Sales,12,3,Technical Degree,533,2,Female,83,3,2,Sales Executive,3,Single,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,0
403,1,41,Travel_Rarely,645,Sales,1,3,Marketing,534,2,Male,49,4,3,Sales Executive,1,Married,19566,1,No,16,3,3,1,10,2,3,10,7,0,7,0
404,2,28,Travel_Rarely,1300,Research & Development,17,2,Medical,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,13535,1,No,12,3,4,1,10,2,3,10,0,1,8,0
405,2,25,Travel_Rarely,688,Research & Development,3,3,Medical,538,1,Male,91,3,1,Laboratory Technician,1,Married,9396,5,No,13,3,3,1,6,5,3,2,2,0,2,1
406,0,52,Travel_Rarely,319,Research & Development,3,3,Medical,543,4,Male,39,2,3,Manufacturing Director,3,Married,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,0
407,3,45,Travel_Rarely,192,Research & Development,10,2,Life Sciences,544,1,Male,69,3,1,Research Scientist,4,Married,9655,3,No,21,4,4,2,8,3,2,2,2,0,2,0
408,0,52,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,546,4,Female,30,3,4,Manager,4,Married,10310,2,No,13,3,4,0,31,2,1,5,2,1,4,0
409,0,42,Travel_Frequently,532,Research & Development,29,2,Life Sciences,547,1,Female,92,3,2,Research Scientist,3,Divorced,12932,2,No,11,3,2,1,19,3,3,5,4,0,2,0
410,3,30,Travel_Rarely,317,Research & Development,2,3,Life Sciences,548,3,Female,43,1,2,Manufacturing Director,4,Single,24793,2,No,20,4,3,0,11,2,3,5,4,0,2,0
411,1,60,Travel_Rarely,422,Research & Development,7,3,Life Sciences,549,1,Female,41,3,5,Manager,1,Married,3854,5,No,11,3,4,0,33,5,1,29,8,11,10,0
412,1,46,Travel_Rarely,1485,Research & Development,18,3,Medical,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,26314,2,No,14,3,3,1,19,5,2,10,7,0,8,0
413,0,42,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,551,4,Female,88,2,2,Healthcare Representative,4,Married,4386,0,No,11,3,4,3,7,4,4,6,5,0,4,0
414,2,24,Travel_Rarely,1448,Sales,1,1,Technical Degree,554,1,Female,62,3,1,Sales Representative,2,Single,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,1
415,2,34,Travel_Frequently,296,Sales,6,2,Marketing,555,4,Female,33,1,1,Sales Representative,3,Divorced,12253,0,No,16,3,4,1,3,3,2,2,2,1,0,1
416,3,38,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,556,4,Male,42,3,1,Laboratory Technician,4,Married,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,0
417,1,40,Travel_Rarely,1398,Sales,2,4,Life Sciences,558,3,Female,79,3,5,Manager,3,Married,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,0
418,3,26,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,560,1,Female,90,3,1,Research Scientist,4,Divorced,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,0
419,2,30,Non-Travel,1400,Research & Development,3,3,Life Sciences,562,3,Male,53,3,1,Laboratory Technician,4,Married,16734,4,No,15,3,3,1,9,3,1,5,3,1,4,0
420,2,29,Travel_Rarely,986,Research & Development,3,4,Medical,564,2,Male,93,2,3,Research Director,3,Married,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,0
421,0,29,Travel_Rarely,408,Research & Development,25,5,Technical Degree,565,3,Female,71,2,1,Research Scientist,2,Married,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,1
422,2,19,Travel_Rarely,489,Human Resources,2,2,Technical Degree,566,1,Male,52,2,1,Human Resources,4,Single,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,1
423,1,30,Non-Travel,1398,Sales,22,4,Other,567,3,Female,69,3,3,Sales Executive,1,Married,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,0
424,0,57,Travel_Rarely,210,Sales,29,3,Marketing,568,1,Male,56,2,4,Manager,4,Divorced,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,0
425,1,50,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,569,2,Male,88,2,4,Manager,3,Married,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,0
426,2,30,Non-Travel,1116,Research & Development,2,3,Medical,571,3,Female,49,3,1,Laboratory Technician,4,Single,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,0
427,1,60,Travel_Frequently,1499,Sales,28,3,Marketing,573,3,Female,80,2,3,Sales Executive,1,Married,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,0
428,0,47,Travel_Rarely,983,Research & Development,2,2,Medical,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,0
429,0,46,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,575,1,Male,51,3,4,Research Director,3,Married,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,0
430,2,35,Travel_Rarely,144,Research & Development,22,3,Life Sciences,577,4,Male,46,1,1,Laboratory Technician,3,Single,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,0
431,0,54,Travel_Rarely,548,Research & Development,8,4,Life Sciences,578,3,Female,42,3,2,Laboratory Technician,3,Single,23428,7,No,11,3,3,0,19,3,3,1,0,0,0,0
432,2,34,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,579,4,Male,62,2,1,Research Scientist,3,Divorced,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,0
433,0,46,Travel_Rarely,1125,Sales,10,3,Marketing,580,3,Female,94,2,3,Sales Executive,4,Married,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,0
434,3,31,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,14394,1,No,25,4,4,1,13,6,4,13,8,0,8,0
435,1,33,Travel_Rarely,1277,Research & Development,15,1,Medical,582,2,Male,56,3,3,Manager,3,Married,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,1
436,2,33,Travel_Rarely,587,Research & Development,10,1,Medical,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,1
437,2,30,Travel_Rarely,413,Sales,7,1,Marketing,585,4,Male,57,3,1,Sales Representative,2,Single,18398,0,No,14,3,1,0,4,3,3,3,2,1,2,0
438,0,35,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,586,4,Male,72,3,3,Healthcare Representative,3,Married,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,0
439,0,31,Travel_Frequently,534,Research & Development,20,3,Life Sciences,587,1,Male,66,3,3,Healthcare Representative,3,Married,22908,3,No,12,3,1,0,12,2,3,1,0,0,0,1
440,0,34,Travel_Frequently,988,Human Resources,23,3,Human Resources,590,2,Female,43,3,3,Human Resources,1,Divorced,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,1
441,0,42,Travel_Frequently,1474,Research & Development,5,2,Other,591,2,Male,97,3,1,Laboratory Technician,3,Married,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,0
442,1,36,Non-Travel,635,Sales,10,4,Medical,592,2,Male,32,3,3,Sales Executive,4,Single,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,0
443,2,22,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,593,3,Male,99,2,1,Laboratory Technician,3,Single,9129,5,No,16,3,3,0,4,3,3,2,2,1,2,1
444,1,48,Travel_Rarely,163,Sales,2,5,Marketing,595,2,Female,37,3,2,Sales Executive,4,Married,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,0
445,1,55,Travel_Rarely,1117,Sales,18,5,Life Sciences,597,1,Female,83,3,4,Manager,2,Single,9873,3,No,23,4,4,0,37,2,3,10,9,7,7,0
446,1,41,Non-Travel,267,Sales,10,2,Life Sciences,599,4,Male,56,3,2,Sales Executive,4,Single,13430,7,No,14,3,4,0,16,3,3,14,3,1,10,0
447,1,35,Travel_Rarely,619,Sales,1,3,Marketing,600,2,Male,85,3,2,Sales Executive,3,Married,18659,9,No,11,3,3,0,15,2,3,11,9,6,9,0
448,1,40,Travel_Rarely,302,Research & Development,6,3,Life Sciences,601,2,Female,75,3,4,Manufacturing Director,3,Single,20364,7,No,15,3,3,0,22,3,3,20,6,5,13,0
449,2,39,Travel_Frequently,443,Research & Development,8,1,Life Sciences,602,3,Female,48,3,1,Laboratory Technician,3,Married,17872,1,No,11,3,1,1,8,3,3,8,3,0,7,0
450,2,31,Travel_Rarely,828,Sales,2,1,Life Sciences,604,2,Male,77,3,2,Sales Executive,4,Single,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5,0
451,3,42,Travel_Rarely,319,Research & Development,24,3,Medical,605,4,Male,56,3,3,Manufacturing Director,1,Married,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,0
452,1,45,Travel_Rarely,561,Sales,2,3,Other,606,4,Male,61,3,2,Sales Executive,2,Married,16177,0,No,19,3,2,1,9,3,4,8,7,3,7,0
453,2,26,Travel_Frequently,426,Human Resources,17,4,Life Sciences,608,2,Female,58,3,1,Human Resources,3,Divorced,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0,1
454,2,29,Travel_Rarely,232,Research & Development,19,3,Technical Degree,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,22645,4,No,12,3,2,2,8,2,4,3,2,1,2,0
455,0,33,Travel_Rarely,922,Research & Development,1,5,Medical,612,1,Female,95,4,4,Research Director,3,Divorced,22578,4,No,19,3,3,1,10,2,3,6,1,0,5,0
456,3,31,Travel_Rarely,688,Sales,7,3,Life Sciences,613,3,Male,44,2,3,Manager,4,Divorced,25291,9,No,21,4,3,1,10,3,2,5,4,0,1,0
457,2,18,Travel_Frequently,1306,Sales,5,3,Marketing,614,2,Male,69,3,1,Sales Representative,2,Single,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,0,1
458,0,40,Non-Travel,1094,Sales,28,3,Other,615,3,Male,58,1,3,Sales Executive,1,Divorced,11373,3,No,15,3,3,1,20,2,3,1,0,0,1,0
459,2,41,Non-Travel,509,Research & Development,2,4,Other,616,1,Female,62,2,2,Healthcare Representative,3,Single,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7,0
460,2,26,Travel_Rarely,775,Sales,29,2,Medical,618,1,Male,45,3,2,Sales Executive,3,Divorced,4267,5,No,12,3,1,2,8,5,3,0,0,0,0,0
461,2,35,Travel_Rarely,195,Sales,1,3,Medical,620,1,Female,80,3,2,Sales Executive,3,Single,6698,1,No,16,3,4,0,5,3,3,5,4,0,3,0
462,1,34,Travel_Rarely,258,Sales,21,4,Life Sciences,621,4,Male,74,4,2,Sales Executive,4,Single,19921,1,No,12,3,4,0,10,3,3,10,7,5,7,0
463,2,26,Travel_Rarely,471,Research & Development,24,3,Technical Degree,622,3,Male,66,1,1,Laboratory Technician,4,Single,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0,1
464,0,37,Travel_Rarely,799,Research & Development,1,3,Technical Degree,623,2,Female,59,3,3,Manufacturing Director,4,Single,23848,4,No,17,3,4,0,12,3,4,6,5,1,2,0
465,0,46,Travel_Frequently,1034,Research & Development,18,1,Medical,624,1,Female,86,3,3,Healthcare Representative,3,Married,8984,5,No,11,3,4,0,28,3,2,2,2,1,2,0
